35639606 Oscar Ruina 3 2.00 10.00 10.00 -1.00 10.00 -1.00 6.00 0 1 2
40000104 Persona Cuatro 2 5.00 -1.00 4.00 -1.00 5.75 -1.00 5.00 0 1 2
40000106 Persona Seis 1 10.00 -1.00 10.00 -1.00 10.00 -1.00 10.00 0 1 2
40000113 Persona Trece 2 6.00 -1.00 7.00 -1.00 7.00 -1.00 6.00 0 1 2
40000116 Persona Dieciseis 1 6.00 -1.00 6.00 -1.00 6.00 -1.00 5.00 0 1 2
40000118 Persona Dieciocho 3 8.00 -1.00 8.00 -1.00 7.00 -1.00 7.67 0 1 2
40000122 El Loco 1 9.00 -1.00 9.00 -1.00 9.00 -1.00 9.00 0 1 2
40000126 Persona Veintiseis 2 6.00 -1.00 6.00 -1.00 6.00 -1.00 4.00 0 1 2
40000129 Persona Veintinueve 3 8.00 -1.00 4.00 -1.00 3.00 4.00 6.00 0 1 2
40000132 Persona Treintaydos 1 7.00 -1.00 8.00 -1.00 5.00 -1.00 6.00 0 1 2
40000134 Persona Treintaycuatro 3 4.00 -1.00 4.00 -1.00 4.00 -1.00 4.00 0 1 2
40000139 Persona Treintaynueve 3 8.00 -1.00 7.00 -1.00 7.00 -1.00 7.33 0 1 2

